iter	Logloss
349	0.3432723647
350	0.3427859774
351	0.3423880129
352	0.3419692442
353	0.3415886469
354	0.3412859879
355	0.3410055493
356	0.34067181
357	0.3402939937
358	0.3399053228
359	0.3394608724
360	0.3392356161
361	0.3389902383
362	0.3386116052
363	0.3382957764
364	0.337988188
365	0.3374138232
366	0.3371139848
367	0.3368933111
368	0.3365652709
369	0.3362342561
370	0.3358946197
371	0.3356606751
372	0.3354662349
373	0.3352801989
374	0.3349837811
375	0.3347523465
376	0.3343516457
377	0.3342518405
378	0.3340496028
379	0.3337949179
380	0.3332906863
381	0.333023746
382	0.3328411976
383	0.3324560645
384	0.3321030772
385	0.3319693912
386	0.331825813
387	0.3316101432
388	0.3314123236
389	0.3312038662
390	0.3309189268
391	0.3308347128
392	0.3305923237
393	0.3304673699
394	0.3301313758
395	0.3297998521
396	0.3296120223
397	0.3292833083
398	0.3289896367
399	0.3286622984
400	0.328387234
401	0.3281985512
402	0.3279381847
403	0.3276962719
404	0.3273014337
405	0.3270515195
406	0.3269225014
407	0.3267953092
408	0.3266437147
409	0.3263921766
410	0.3261799122
411	0.3259661242
412	0.3255631786
413	0.3253113278
414	0.3250679738
415	0.3248033907
416	0.3244998124
417	0.3240758708
418	0.3238803206
419	0.3236906969
420	0.3233293583
421	0.3229443095
422	0.3226212439
423	0.3222759857
424	0.3220598504
425	0.3218557021
426	0.3215245726
427	0.3214175818
428	0.3211956777
429	0.321034685
430	0.3208571924
431	0.3206452206
432	0.320453412
433	0.3202215143
434	0.3199854108
435	0.3198064
436	0.3194806745
437	0.3191860189
438	0.3189580285
439	0.3186610532
440	0.3183069755
441	0.3179769436
442	0.3175718578
443	0.3171655166
444	0.3170643513
445	0.3168361608
446	0.3167518554
447	0.3166032509
448	0.3161482765
449	0.3158961723
450	0.3156583755
451	0.3155692175
452	0.315322871
453	0.3151787746
454	0.3149222299
455	0.3148046984
456	0.3146672132
457	0.3145102658
458	0.3142816269
459	0.3140446875
460	0.3136986975
461	0.3134769602
462	0.3132550152
463	0.3129564418
464	0.3125872482
465	0.3123814307
466	0.3122549356
467	0.3119398824
468	0.3116764003
469	0.3113862044
470	0.3111465861
471	0.3109701738
472	0.310607331
473	0.3104505184
474	0.3101537578
475	0.3099314404
476	0.309751241
477	0.3094567421
478	0.309104469
479	0.3089241275
480	0.3086998844
481	0.3085260985
482	0.3083357022
483	0.3082386783
484	0.3080565119
485	0.3078630965
486	0.3077803533
487	0.3074867526
488	0.3073693862
489	0.3071971152
490	0.3068457495
491	0.3066206238
492	0.3065251939
493	0.3062491238
494	0.3059524343
495	0.3057507564
496	0.3055584841
497	0.3053762196
498	0.3053493922
499	0.3050899048
500	0.3050154874
501	0.3049179393
502	0.3047525887
503	0.3044386345
504	0.3040441867
505	0.3037866702
506	0.3036630217
507	0.3035058648
508	0.3033016394
509	0.3031104281
510	0.3029254287
511	0.3027296281
512	0.3025090393
513	0.3022823777
514	0.3020627253
515	0.3018098533
516	0.3013712327
517	0.3011258853
518	0.3008622315
519	0.3005551118
520	0.3003431594
521	0.3001207798
522	0.2997624688
523	0.2994185393
524	0.2991841939
525	0.2989575774
526	0.2987338688
527	0.2983338316
528	0.2982307145
529	0.2980373659
530	0.2978708131
531	0.2976418405
532	0.2975010452
533	0.297323281
534	0.2971441296
535	0.2969156565
536	0.2966683947
537	0.2964695052
538	0.2962480744
539	0.2961070358
540	0.2958334703
541	0.295599819
542	0.2954562619
543	0.2953019852
544	0.2951179431
545	0.294926229
546	0.2946651761
547	0.2945475078
548	0.2942032258
549	0.2939286189
550	0.2937169314
551	0.2936049801
552	0.2933135995
553	0.2930832047
554	0.2928036487
555	0.2926748961
556	0.2922386999
557	0.2920677719
558	0.2918808178
559	0.2916109588
560	0.2915547661
561	0.2913727483
562	0.2911541706
563	0.2908918676
564	0.2906977086
565	0.290502194
566	0.2901128212
567	0.2899116052
568	0.2897599052
569	0.2894466203
570	0.2891046402
571	0.2889415785
572	0.288716511
573	0.2885017994
574	0.2883341332
575	0.2881618301
576	0.2879914509
577	0.2876127625
578	0.2873080801
579	0.2871415628
580	0.2869195259
581	0.2866621871
582	0.2865589096
583	0.2864128742
584	0.2862231052
585	0.2861257895
586	0.2859655072
587	0.2856771187
588	0.2852154742
589	0.2850704243
590	0.2849683545
591	0.2847210391
592	0.2844702228
593	0.2842170654
594	0.2840400194
595	0.2838654956
596	0.2836419534
597	0.2833674016
598	0.283277746
599	0.2830271248
600	0.2828797396
601	0.2827057276
602	0.2825227437
603	0.2821817825
604	0.2819364976
605	0.2817509136
606	0.2815362854
607	0.2813300618
608	0.2812222677
609	0.2810591932
610	0.280621516
611	0.2804194973
612	0.2802452442
613	0.28008836
614	0.2798155644
615	0.2796372948
616	0.2795398389
617	0.2791656319
618	0.2790766312
619	0.2788254429
620	0.2785572267
621	0.2783128064
622	0.278167315
623	0.2779461533
624	0.2777554178
625	0.2774633436
626	0.2771604617
627	0.2770145486
628	0.2768849744
629	0.2767219008
630	0.2765434827
631	0.276355849
632	0.2761605444
633	0.2759976144
634	0.2758558031
635	0.2755371464
636	0.2754137679
637	0.274976193
638	0.2749089484
639	0.2746661003
640	0.2744321137
641	0.2743056166
642	0.2741298681
643	0.2738876837
644	0.2737243546
645	0.2735024498
646	0.2731920279
647	0.273007542
648	0.2729377673
649	0.2726709676
650	0.2725219956
651	0.2723243793
652	0.2721468351
653	0.2719195534
654	0.2717565327
655	0.2715912316
656	0.2712860741
657	0.2711898461
658	0.2711024082
659	0.2709325202
660	0.2706887901
661	0.2705846444
662	0.2704096994
663	0.2701676985
664	0.2698996622
665	0.2696939819
666	0.2695581967
667	0.2694028244
668	0.2692561858
669	0.2691274107
670	0.2688804835
671	0.268609729
672	0.2684179211
673	0.2680757119
674	0.2680280637
675	0.2679148082
676	0.2676961827
677	0.2674942097
678	0.2673218638
679	0.2671083619
680	0.2669995109
681	0.2668948147
682	0.2667628529
683	0.2666389666
684	0.2664399375
685	0.2663725913
686	0.2661677437
687	0.2658464767
688	0.2657669041
689	0.265529607
690	0.2652393244
691	0.2650266662
692	0.2646904214
693	0.2646327855
694	0.2644254895
695	0.2642230199
696	0.264020491
697	0.26391085
698	0.2636863989
699	0.2636015658
700	0.2634939084
701	0.2634209572
702	0.2631089381
703	0.2629212563
704	0.2627048763
705	0.2624931354
706	0.2622527949
707	0.2620520069
708	0.2618698271
709	0.2616449601
710	0.2614355907
711	0.2610926309
712	0.2610101097
713	0.2608228955
714	0.2606421899
715	0.2604933665
716	0.2602497288
717	0.2599754105
718	0.2598217123
719	0.259658107
720	0.259447027
721	0.25933992
722	0.2591329945
723	0.2589598378
724	0.2587159954
725	0.2585810456
726	0.2584291405
727	0.2582773314
728	0.2580733347
729	0.2578930032
730	0.2577587862
731	0.2575401153
732	0.2574084834
733	0.2572853646
734	0.257029789
735	0.2568613022
736	0.2567333061
737	0.2566092094
738	0.256452782
739	0.2562637202
740	0.2560016405
741	0.2559417438
742	0.2558809844
743	0.2557810494
744	0.2555456705
745	0.2554749202
746	0.2553327317
747	0.2551624767
748	0.2550060817
749	0.2548283636
750	0.254771318
751	0.2546788242
752	0.2544860297
753	0.2543929926
754	0.2540125385
755	0.2538998652
756	0.253747803
757	0.253529924
758	0.2533943641
759	0.2531930883
760	0.2530292385
761	0.2529093077
762	0.2528137556
763	0.25256047
764	0.2523405557
765	0.2521986656
766	0.2520426495
767	0.2519322148
768	0.2517496525
769	0.2517417292
770	0.25164837
771	0.2515788619
772	0.2515160891
773	0.2513840752
774	0.2512634993
775	0.251121191
776	0.2508500729
777	0.2506336933
778	0.2505651553
779	0.2503434481
780	0.2502460507
781	0.2500257467
782	0.249895369
783	0.2497251289
784	0.249585551
785	0.2494507961
786	0.2493039426
787	0.2491580119
788	0.2490268047
789	0.2488810279
790	0.2487126625
791	0.2486104078
792	0.2485630889
793	0.248423464
794	0.2483767482
795	0.2482777854
796	0.2481546414
797	0.247988878
798	0.2477699154
799	0.2476137051
800	0.2475180925
801	0.2473522121
802	0.2473172347
803	0.247252898
804	0.2471142474
805	0.2469361067
806	0.2467747027
807	0.2466296746
808	0.2465387842
809	0.2462792707
810	0.2459793976
811	0.2458530286
812	0.2456455748
813	0.2455084198
814	0.2454341115
815	0.2452445245
816	0.2448763404
817	0.2447227941
818	0.2446207259
819	0.2444863541
820	0.2442512894
821	0.2441029921
822	0.2440314623
823	0.2438402467
824	0.2435742137
825	0.2434867815
826	0.2432537279
827	0.2429857529
828	0.2428338314
829	0.2427632506
830	0.2426775826
831	0.242542747
832	0.2423077627
833	0.2420671645
834	0.2419291393
835	0.2417712265
836	0.2416859736
837	0.2414161134
838	0.2411725787
839	0.2410442783
840	0.2409210814
841	0.2407471093
842	0.2406627464
843	0.2404618818
844	0.2403494799
845	0.2400634975
846	0.2399611738
847	0.2398143628
848	0.2395871928
849	0.239498075
850	0.239277439
851	0.2390716193
852	0.2389538995
853	0.2388159442
854	0.238651305
855	0.2384707362
856	0.2383428994
857	0.2381774266
858	0.237907118
859	0.2377774694
860	0.2375522541
861	0.2373850084
862	0.2371793638
863	0.2369649888
864	0.2368344652
865	0.2367422688
866	0.2365175566
867	0.2364408124
868	0.2363569944
869	0.2362413692
870	0.2360749464
871	0.2359050606
872	0.2357728904
873	0.235667062
874	0.2355166434
875	0.2354306045
876	0.2351211893
877	0.2350421042
878	0.2348181119
879	0.2347371993
880	0.2346518858
881	0.2343944911
882	0.2341286937
883	0.233921383
884	0.233793759
885	0.2337229329
886	0.2336503853
887	0.2335004188
888	0.2333995347
889	0.233316789
890	0.2330676761
891	0.2329208625
892	0.2328408164
893	0.2326895643
894	0.2325614832
895	0.2323619465
896	0.232237444
897	0.2321501963
898	0.2320798421
899	0.231913963
900	0.2317620372
901	0.2315892159
902	0.2314595137
903	0.2313524097
904	0.231260161
905	0.2311257209
906	0.2310362848
907	0.230902653
908	0.2308223565
909	0.2307267922
910	0.2306102404
911	0.230543046
912	0.2304882699
913	0.2304174996
914	0.2302739091
915	0.2301407971
916	0.2299896825
917	0.2298586637
918	0.2298014414
919	0.2296154343
920	0.2294716617
921	0.2292264951
922	0.2290843272
923	0.2289295676
924	0.2287923704
925	0.2287468252
926	0.2286005302
927	0.2283908352
928	0.2282973501
929	0.2281085492
930	0.2278970467
931	0.2277767275
932	0.2275973869
933	0.2274723755
934	0.2273251715
935	0.2272648264
936	0.2271732455
937	0.2270412079
938	0.2269062392
939	0.2267733408
940	0.2266666028
941	0.226579802
942	0.226523023
943	0.2263981716
944	0.2261804269
945	0.2260838523
946	0.2258785191
947	0.2257362721
948	0.2254132075
949	0.2253060004
950	0.2250970563
951	0.2250436812
952	0.2248896751
953	0.2247099091
954	0.2246339165
955	0.2245140369
956	0.224433459
957	0.2241533071
958	0.2240579433
959	0.2238939621
960	0.2237530615
961	0.2235762091
962	0.2235710848
963	0.2234336139
964	0.2231978454
965	0.2231315636
966	0.2229861385
967	0.2227652622
968	0.2226869812
969	0.2226645589
970	0.222593491
971	0.2225312303
972	0.2224000813
973	0.2221421502
974	0.2218479492
975	0.2216502242
976	0.221498713
977	0.2214060267
978	0.2212717193
979	0.2211602915
980	0.2208689762
981	0.2207340625
982	0.2206449218
983	0.2205799107
984	0.2204984667
985	0.2203147996
986	0.2202588295
987	0.2201781797
988	0.2200849443
989	0.2200137183
990	0.2199395851
991	0.2198356078
992	0.2195122883
993	0.2192818342
994	0.219258999
995	0.2190547241
996	0.2188068307
997	0.2186376133
998	0.2185796575
999	0.2184101316
